ID,ladoMSANLEFT,ladoMSANRIGHT,ladocabeceraLEFT,ladocabeceraRIGHT,"Nombre del cable",Filamento
498,"CE 6413471 FIL 14
FCA RNGRF SPL-114","MSAN 9491-RNGR 1-0-1","MSAN 9491-RNGR 1-0-1
FCA RNGRF SPL-114","CE 6413471 FIL 14",6413471,14
499,"CE 6413471 FIL 17
FCA RNGRF SPL-117","MSAN 9491-RNGR 1-0-4","MSAN 9491-RNGR 1-0-4
FCA RNGRF SPL-117","CE 6413471 FIL 17",6413471,17
500,"CE 6413471 FIL 16
FCA RNGRF SPL-116","MSAN 9491-RNGR 1-0-3","MSAN 9491-RNGR 1-0-3
FCA RNGRF SPL-116","CE 6413471 FIL 16",6413471,16
501,"CE 6413471 FIL 15
FCA RNGRF SPL-115","MSAN 9491-RNGR 1-0-2","MSAN 9491-RNGR 1-0-2
FCA RNGRF SPL-115","CE 6413471 FIL 15",6413471,15
502,"CE 6413471 FIL 18
FCA RNGRF SPL-118","MSAN 9491-RNGR 1-1-1","MSAN 9491-RNGR 1-1-1
FCA RNGRF SPL-118","CE 6413471 FIL 18",6413471,18
503,"CE 6413471 FIL 19
FCA RNGRF SPL-119","MSAN 9491-RNGR 1-1-2","MSAN 9491-RNGR 1-1-2
FCA RNGRF SPL-119","CE 6413471 FIL 19",6413471,19
504,"CE 6413471 FIL 20
FCA RNGRF SPL-120","MSAN 9491-RNGR 1-1-3","MSAN 9491-RNGR 1-1-3
FCA RNGRF SPL-120","CE 6413471 FIL 20",6413471,20
505,"CE 6413471 FIL 21
FCA RNGRF SPL-121","MSAN 9491-RNGR 1-1-4","MSAN 9491-RNGR 1-1-4
FCA RNGRF SPL-121","CE 6413471 FIL 21",6413471,21
506,"CE 6413471 FIL 22
FCA RNGRF SPL-122","MSAN 9491-RNGR 1-2-2","MSAN 9491-RNGR 1-2-2
FCA RNGRF SPL-122","CE 6413471 FIL 22",6413471,22
507,"CP 6413133 FIL 85
FCA OS08 SPL-1","MSAN 9482-OSRN 1-1-1","MSAN 9482-OSRN 1-1-1
FCA OS08 SPL-1","CP 6413133 FIL 85",6413133,85
508,"CEMP 6413085 FIL 2
FCA EDIBF SPL-2","MSAN 9482-OSRN 1-1-2","MSAN 9482-OSRN 1-1-2
FCA EDIBF SPL-2","CEMP 6413085 FIL 2",6413085,2
509,"CP 6413133 FIL 1
FCA EDAHF SPL-1","MSAN 9482-OSRN 1-1-3","MSAN 9482-OSRN 1-1-3
FCA EDAHF SPL-1","CP 6413133 FIL 1",6413133,1
510,"CP 6413133 FIL 11
FCA OS02 SPL-3","MSAN 9482-OSRN 1-1-4","MSAN 9482-OSRN 1-1-4
FCA OS02 SPL-3","CP 6413133 FIL 11",6413133,11
511,"CP 6413117 FIL 49
FCA OS01F SPL-1","MSAN 9482-OSRN 1-2-1","MSAN 9482-OSRN 1-2-1
FCA OS01F SPL-1","CP 6413117 FIL 49",6413117,49
512,"CP 6413117 FIL 50
FCA OS01F SPL-2","MSAN 9482-OSRN 1-2-2","MSAN 9482-OSRN 1-2-2
FCA OS01F SPL-2","CP 6413117 FIL 50",6413117,50
513,"CP 6413117 FIL 73
FCA OS02F SPL-1","MSAN 9482-OSRN 1-2-3","MSAN 9482-OSRN 1-2-3
FCA OS02F SPL-1","CP 6413117 FIL 73",6413117,73
514,"CP 6413117 FIL 74
FCA OS02F SPL-2","MSAN 9482-OSRN 1-2-4","MSAN 9482-OSRN 1-2-4
FCA OS02F SPL-2","CP 6413117 FIL 74",6413117,74
515,"Anillo 6411002 LI FIL 7
FCA OS06F SPL-1","MSAN 9482-OSRN 1-3-1","MSAN 9482-OSRN 1-3-1
FCA OS06F SPL-1","Anillo 6411002 LI FIL 7","6411002 LI",7
516,"CP 6413368 FIL 97
FCA OS07F SPL-1","MSAN 9482-OSRN 1-3-2","MSAN 9482-OSRN 1-3-2
FCA OS07F SPL-1","CP 6413368 FIL 97",6413368,97
517,"CP 6413117 FIL 98
FCA LALGF SPL-2","MSAN 9482-OSRN 1-3-4","MSAN 9482-OSRN 1-3-4
FCA LALGF SPL-2","CP 6413117 FIL 98",6413117,98
518,"CP 6413368 FIL 25
FCA OS05F SPL-1","MSAN 9482-OSRN 1-4-1","MSAN 9482-OSRN 1-4-1
FCA OS05F SPL-1","CP 6413368 FIL 25",6413368,25
519,"CP 6413375 FIL 98
FCA OS03F SPL-2","MSAN 9482-OSRN 1-4-2","MSAN 9482-OSRN 1-4-2
FCA OS03F SPL-2","CP 6413375 FIL 98",6413375,98
520,"CP 6413375 FIL 99
FCA OS03F SPL-3","MSAN 9482-OSRN 1-4-3","MSAN 9482-OSRN 1-4-3
FCA OS03F SPL-3","CP 6413375 FIL 99",6413375,99
521,"FOT 6413486 FIL 17
FCA O036F SPL-5","MSAN 8409-LGRN 1-2-7","MSAN 8409-LGRN 1-2-7
FCA O036F SPL-5","FOT 6413486 FIL 17",6413486,17
522,"FOT 6413486 FIL 13
FCA O063F SPL-1","MSAN 8409-LGRN 1-2-1","MSAN 8409-LGRN 1-2-1
FCA O063F SPL-1","FOT 6413486 FIL 13",6413486,13
523,"FOT 6413486 FIL 14
FCA O063F SPL-2","MSAN 8409-LGRN 1-2-2","MSAN 8409-LGRN 1-2-2
FCA O063F SPL-2","FOT 6413486 FIL 14",6413486,14
524,"FOT 6413486 FIL 16
FCA O063F SPL-4","MSAN 8409-LGRN 1-2-4","MSAN 8409-LGRN 1-2-4
FCA O063F SPL-4","FOT 6413486 FIL 16",6413486,16
525,"FOT 6313518 FIL 13
FCA O078F SPL-1","MSAN 8409-LGRN 1-2-5","MSAN 8409-LGRN 1-2-5
FCA O078F SPL-1","FOT 6313518 FIL 13",6313518,13
526,"FOT 6313518 FIL 15
FCA O087F SPL-1","MSAN 8409-LGRN 1-2-6","MSAN 8409-LGRN 1-2-6
FCA O087F SPL-1","FOT 6313518 FIL 15",6313518,15
527,"CP 6413587 FIL 50
FCA O100F SPL-2","MSAN 8409-LGRN 1-3-1","MSAN 8409-LGRN 1-3-1
FCA O100F SPL-2","CP 6413587 FIL 50",6413587,50
528,"CP 6413587 FIL 13
FCA O101F SPL-1","MSAN 8409-LGRN 1-3-2","MSAN 8409-LGRN 1-3-2
FCA O101F SPL-1","CP 6413587 FIL 13",6413587,13
529,"CP 6413368 FIL 6
FCA OS14F SPL-102","MSAN 8413-OSRN 1-1-1","MSAN 8413-OSRN 1-1-1
FCA OS14F SPL-102","CP 6413368 FIL 6",6413368,6
530,"CP 6413375 FIL 104
FCA OS03F SPL-105","MSAN 8413-OSRN 1-1-2","MSAN 8413-OSRN 1-1-2
FCA OS03F SPL-105","CP 6413375 FIL 104",6413375,104
531,"CP 6413375 FIL 105
FCA OS03F SPL-106","MSAN 8413-OSRN 1-1-3","MSAN 8413-OSRN 1-1-3
FCA OS03F SPL-106","CP 6413375 FIL 105",6413375,105
532,"CP 6413375 FIL 106
FCA OS03F SPL-107","MSAN 8413-OSRN 1-1-4","MSAN 8413-OSRN 1-1-4
FCA OS03F SPL-107","CP 6413375 FIL 106",6413375,106
533,"CP 6413375 FIL 107
FCA OS03F SPL-108","MSAN 8413-OSRN 1-1-5","MSAN 8413-OSRN 1-1-5
FCA OS03F SPL-108","CP 6413375 FIL 107",6413375,107
534,"CP 6413375 FIL 108
FCA OS03F SPL-109","MSAN 8413-OSRN 1-1-6","MSAN 8413-OSRN 1-1-6
FCA OS03F SPL-109","CP 6413375 FIL 108",6413375,108
535,"CP 6413117 FIL 67
FCA LCLFF SPL-111","MSAN 8413-OSRN 1-1-7","MSAN 8413-OSRN 1-1-7
FCA LCLFF SPL-111","CP 6413117 FIL 67",6413117,67
536,"CP 6413117 FIL 68
FCA LCLFF SPL-112","MSAN 8413-OSRN 1-1-8","MSAN 8413-OSRN 1-1-8
FCA LCLFF SPL-112","CP 6413117 FIL 68",6413117,68
537,"CP 6413374 FIL 11
FCA AVLDF SPL-105","MSAN 8413-OSRN 1-2-8","MSAN 8413-OSRN 1-2-8
FCA AVLDF SPL-105","CP 6413374 FIL 11",6413374,11
538,"CP 6413374 FIL 10
FCA AVLDF SPL-104","MSAN 8413-OSRN 1-2-7","MSAN 8413-OSRN 1-2-7
FCA AVLDF SPL-104","CP 6413374 FIL 10",6413374,10
539,"CP 6413320 FIL 26
FCA OS01F SPL-111","MSAN 8413-OSRN 1-2-6","MSAN 8413-OSRN 1-2-6
FCA OS01F SPL-111","CP 6413320 FIL 26",6413320,26
540,"CP 6413368 FIL 7
FCA OS14F SPL-103","MSAN 8413-OSRN 1-2-5","MSAN 8413-OSRN 1-2-5
FCA OS14F SPL-103","CP 6413368 FIL 7",6413368,7
541,"CP 6413117 FIL 71
FCA LCLFF SPL-115","MSAN 8413-OSRN 1-2-3","MSAN 8413-OSRN 1-2-3
FCA LCLFF SPL-115","CP 6413117 FIL 71",6413117,71
542,"CP 6413117 FIL 70
FCA LCLFF SPL-114","MSAN 8413-OSRN 1-2-2","MSAN 8413-OSRN 1-2-2
FCA LCLFF SPL-114","CP 6413117 FIL 70",6413117,70
543,"CP 6413117 FIL 69
FCA LCLFF SPL-113","MSAN 8413-OSRN 1-2-1","MSAN 8413-OSRN 1-2-1
FCA LCLFF SPL-113","CP 6413117 FIL 69",6413117,69
544,"CP 6413368 FIL 8
FCA OS14F SPL-105","MSAN 8413-OSRN 1-3-6","MSAN 8413-OSRN 1-3-6
FCA OS14F SPL-105","CP 6413368 FIL 8",6413368,8
545,"CP 6413117 FIL 91
FCA OS02F SPL-109","MSAN 8413-OSRN 1-3-5","MSAN 8413-OSRN 1-3-5
FCA OS02F SPL-109","CP 6413117 FIL 91",6413117,91
546,"CP 6413117 FIL 88
FCA OS02F SPL-106","MSAN 8413-OSRN 1-3-2","MSAN 8413-OSRN 1-3-2
FCA OS02F SPL-106","CP 6413117 FIL 88",6413117,88
547,"CP 6413117 FIL 90
FCA OS02F SPL-108","MSAN 8413-OSRN 1-3-4","MSAN 8413-OSRN 1-3-4
FCA OS02F SPL-108","CP 6413117 FIL 90",6413117,90
548,"CP 6413117 FIL 89
FCA OS02F SPL-107","MSAN 8413-OSRN 1-3-3","MSAN 8413-OSRN 1-3-3
FCA OS02F SPL-107","CP 6413117 FIL 89",6413117,89
549,"CP 6413374 FIL 12
FCA AVLDF SPL-106","MSAN 8413-OSRN 1-3-1","MSAN 8413-OSRN 1-3-1
FCA AVLDF SPL-106","CP 6413374 FIL 12",6413374,12
550,"CP 6413320 FIL 27
FCA OS01F SPL-108","MSAN 8413-OSRN 1-4-2","MSAN 8413-OSRN 1-4-2
FCA OS01F SPL-108","CP 6413320 FIL 27",6413320,27
551,"CP 6413320 FIL 28
FCA OS01F SPL-110","MSAN 8413-OSRN 1-4-3","MSAN 8413-OSRN 1-4-3
FCA OS01F SPL-110","CP 6413320 FIL 28",6413320,28
552,"CP 6413368 FIL 82
FCA OS07F SPL-110","MSAN 8413-OSRN 1-4-4","MSAN 8413-OSRN 1-4-4
FCA OS07F SPL-110","CP 6413368 FIL 82",6413368,82
553,"CP 6413416 FIL 25
FCA EALTF SPL-1","MSAN 8413-OSRN 1-4-5","MSAN 8413-OSRN 1-4-5
FCA EALTF SPL-1","CP 6413416 FIL 25",6413416,25
554,"CP 6413416 FIL 26
FCA EALTF SPL-2","MSAN 8413-OSRN 1-4-6","MSAN 8413-OSRN 1-4-6
FCA EALTF SPL-2","CP 6413416 FIL 26",6413416,26
555,"CP 6413368 FIL 83
FCA OS07F SPL-111","MSAN 8413-OSRN 1-4-7","MSAN 8413-OSRN 1-4-7
FCA OS07F SPL-111","CP 6413368 FIL 83",6413368,83
556,"CP 6413368 FIL 84
FCA OS07F SPL-112","MSAN 8413-OSRN 1-4-8","MSAN 8413-OSRN 1-4-8
FCA OS07F SPL-112","CP 6413368 FIL 84",6413368,84
557,"CP 6413416 FIL 64
FCA O059F SPL-4","MSAN 8413-OSRN 1-4-9","MSAN 8413-OSRN 1-4-9
FCA O059F SPL-4","CP 6413416 FIL 64",6413416,64
558,"CP 6413416 FIL 65
FCA O059F SPL-5","MSAN 8413-OSRN 1-4-10","MSAN 8413-OSRN 1-4-10
FCA O059F SPL-5","CP 6413416 FIL 65",6413416,65
559,"CP 6413416 FIL 84
FCA OS06F SPL-106","MSAN 8413-OSRN 1-4-12","MSAN 8413-OSRN 1-4-12
FCA OS06F SPL-106","CP 6413416 FIL 84",6413416,84
560,"CP 6413368 FIL 85
FCA OS07F SPL-113","MSAN 8413-OSRN 1-4-13","MSAN 8413-OSRN 1-4-13
FCA OS07F SPL-113","CP 6413368 FIL 85",6413368,85
561,"CP 6413416 FIL 66
FCA O059F SPL-6","MSAN 8413-OSRN 1-4-11","MSAN 8413-OSRN 1-4-11
FCA O059F SPL-6","CP 6413416 FIL 66",6413416,66
562,"CP 6413396 FIL 1
FCA O068F SPL-101","MSAN 8415-ENLG 1-1-8","MSAN 8415-ENLG 1-1-8
FCA O068F SPL-101","CP 6413396 FIL 1",6413396,1
563,"CP 6413470 FIL 5
FCA ENLGF SPL-105","MSAN 8415-ENLG 1-1-5","MSAN 8415-ENLG 1-1-5
FCA ENLGF SPL-105","CP 6413470 FIL 5",6413470,5
564,"CP 6413470 FIL 4
FCA ENLGF SPL-104","MSAN 8415-ENLG 1-1-4","MSAN 8415-ENLG 1-1-4
FCA ENLGF SPL-104","CP 6413470 FIL 4",6413470,4
565,"CP 6413470 FIL 1
FCA ENLGF SPL-101","MSAN 8415-ENLG 1-1-1","MSAN 8415-ENLG 1-1-1
FCA ENLGF SPL-101","CP 6413470 FIL 1",6413470,1
566,"CP 6413470 FIL 2
FCA ENLGF SPL-102","MSAN 8415-ENLG 1-1-2","MSAN 8415-ENLG 1-1-2
FCA ENLGF SPL-102","CP 6413470 FIL 2",6413470,2
567,"CP 6413470 FIL 3
FCA ENLGF SPL-103","MSAN 8415-ENLG 1-1-3","MSAN 8415-ENLG 1-1-3
FCA ENLGF SPL-103","CP 6413470 FIL 3",6413470,3
568,"CP 6413396 FIL 2
FCA O068F SPL-102","MSAN 8415-ENLG 1-2-1","MSAN 8415-ENLG 1-2-1
FCA O068F SPL-102","CP 6413396 FIL 2",6413396,2
569,"CP 6413396 FIL 3
FCA O068F SPL-103","MSAN 8415-ENLG 1-2-2","MSAN 8415-ENLG 1-2-2
FCA O068F SPL-103","CP 6413396 FIL 3",6413396,3
570,"CP 6413396 FIL 4
FCA O068F SPL-104","MSAN 8415-ENLG 1-2-3","MSAN 8415-ENLG 1-2-3
FCA O068F SPL-104","CP 6413396 FIL 4",6413396,4
571,"CP 6413396 FIL 5
FCA O068F SPL-105","MSAN 8415-ENLG 1-2-4","MSAN 8415-ENLG 1-2-4
FCA O068F SPL-105","CP 6413396 FIL 5",6413396,5
572,"CP 6413396 FIL 25
FCA O052F SPL-1","MSAN 8415-ENLG 1-2-5","MSAN 8415-ENLG 1-2-5
FCA O052F SPL-1","CP 6413396 FIL 25",6413396,25
573,"CP 6413396 FIL 28
FCA O052F SPL-4","MSAN 8415-ENLG 1-2-8","MSAN 8415-ENLG 1-2-8
FCA O052F SPL-4","CP 6413396 FIL 28",6413396,28
574,"CP 6413396 FIL 27
FCA O052F SPL-3","MSAN 8415-ENLG 1-2-7","MSAN 8415-ENLG 1-2-7
FCA O052F SPL-3","CP 6413396 FIL 27",6413396,27
575,"CP 6413396 FIL 26
FCA O052F SPL-2","MSAN 8415-ENLG 1-2-6","MSAN 8415-ENLG 1-2-6
FCA O052F SPL-2","CP 6413396 FIL 26",6413396,26
576,"CP 6413396 FIL 6
FCA O068F SPL-106","MSAN 8415-ENLG 1-3-1","MSAN 8415-ENLG 1-3-1
FCA O068F SPL-106","CP 6413396 FIL 6",6413396,6
577,"CP 6413396 FIL 7
FCA O068F SPL-107","MSAN 8415-ENLG 1-3-2","MSAN 8415-ENLG 1-3-2
FCA O068F SPL-107","CP 6413396 FIL 7",6413396,7
578,"CP 6413396 FIL 8
FCA O068F SPL-108","MSAN 8415-ENLG 1-3-3","MSAN 8415-ENLG 1-3-3
FCA O068F SPL-108","CP 6413396 FIL 8",6413396,8
579,"CP 6413396 FIL 29
FCA O052F SPL-5","MSAN 8415-ENLG 1-3-4","MSAN 8415-ENLG 1-3-4
FCA O052F SPL-5","CP 6413396 FIL 29",6413396,29
580,"CP 6413396 FIL 30
FCA O052F SPL-6","MSAN 8415-ENLG 1-3-5","MSAN 8415-ENLG 1-3-5
FCA O052F SPL-6","CP 6413396 FIL 30",6413396,30
581,"CP 6413396 FIL 97
FCA O104F SPL-1","MSAN 8415-ENLG 1-3-6","MSAN 8415-ENLG 1-3-6
FCA O104F SPL-1","CP 6413396 FIL 97",6413396,97
582,"CP 6413396 FIL 98
FCA O104F SPL-2","MSAN 8415-ENLG 1-3-7","MSAN 8415-ENLG 1-3-7
FCA O104F SPL-2","CP 6413396 FIL 98",6413396,98
583,"CE Espejo ENLG FIL 1
FCA ENLGF SPL-1","MSAN 9481-ENLG 1-1-1","MSAN 9481-ENLG 1-1-1
FCA ENLGF SPL-1","CE Espejo ENLG FIL 1","Espejo ENLG",1
584,"CP 6413396 FIL 99
FCA O104F SPL-3","MSAN 8415-ENLG 1-3-8","MSAN 8415-ENLG 1-3-8
FCA O104F SPL-3","CP 6413396 FIL 99",6413396,99
585,"CE Espejo ENLG FIL 2
FCA ENLGF SPL-2","MSAN 9481-ENLG 1-1-2","MSAN 9481-ENLG 1-1-2
FCA ENLGF SPL-2","CE Espejo ENLG FIL 2","Espejo ENLG",2
586,"CE Espejo ENLG FIL 3
FCA ENLGF SPL-3","MSAN 9481-ENLG 1-1-3","MSAN 9481-ENLG 1-1-3
FCA ENLGF SPL-3","CE Espejo ENLG FIL 3","Espejo ENLG",3
587,"CE Espejo ENLG FIL 5
FCA ENLGF SPL-4","MSAN 9481-ENLG 1-1-4","MSAN 9481-ENLG 1-1-4
FCA ENLGF SPL-4","CE Espejo ENLG FIL 5","Espejo ENLG",5
588,"CP 6413396 FIL 100
FCA O104F SPL-4","MSAN 8415-ENLG 1-4-1","MSAN 8415-ENLG 1-4-1
FCA O104F SPL-4","CP 6413396 FIL 100",6413396,100
589,"CP 6413396 FIL 101
FCA O104F SPL-5","MSAN 8415-ENLG 1-4-2","MSAN 8415-ENLG 1-4-2
FCA O104F SPL-5","CP 6413396 FIL 101",6413396,101
590,"CP 6413396 FIL 9
FCA O068F SPL-109","MSAN 8415-ENLG 1-4-3","MSAN 8415-ENLG 1-4-3
FCA O068F SPL-109","CP 6413396 FIL 9",6413396,9
591,"CE Espejo ENLG FIL 6
FCA ENLGF SPL-4","MSAN 9481-ENLG 1-2-1","MSAN 9481-ENLG 1-2-1
FCA ENLGF SPL-4","CE Espejo ENLG FIL 6","Espejo ENLG",6
592,"CE Espejo ENLG FIL 7
FCA ENLGF SPL-6","MSAN 9481-ENLG 1-2-2","MSAN 9481-ENLG 1-2-2
FCA ENLGF SPL-6","CE Espejo ENLG FIL 7","Espejo ENLG",7
593,"CE Espejo ENLG FIL 9
FCA ENLGF SPL-7","MSAN 9481-ENLG 1-2-3","MSAN 9481-ENLG 1-2-3
FCA ENLGF SPL-7","CE Espejo ENLG FIL 9","Espejo ENLG",9
594,"CE Espejo ENLG FIL 8
FCA ENLGF SPL-8","MSAN 9481-ENLG 1-2-4","MSAN 9481-ENLG 1-2-4
FCA ENLGF SPL-8","CE Espejo ENLG FIL 8","Espejo ENLG",8
595,"CE Espejo ENLG FIL 11
FCA ENLGF SPL-9","MSAN 9481-ENLG 1-3-1","MSAN 9481-ENLG 1-3-1
FCA ENLGF SPL-9","CE Espejo ENLG FIL 11","Espejo ENLG",11
596,"CP 6413227 FIL 245
FCA CDSMF SPL-5","MSAN 9433-PSCH 1-8-2","MSAN 9433-PSCH 1-8-2
FCA CDSMF SPL-5","CP 6413227 FIL 245",6413227,245
597,"CP 6413227 FIL 246
FCA CDSMF SPL-6","MSAN 8405-PSCH 1-2-7","MSAN 8405-PSCH 1-2-7
FCA CDSMF SPL-6","CP 6413227 FIL 246",6413227,246
598,"CP 6413227 FIL 248
FCA CDSMF SPL-9","MSAN 8405-PSCH 1-4-5","MSAN 8405-PSCH 1-4-5
FCA CDSMF SPL-9","CP 6413227 FIL 248",6413227,248
599,"CP 6413227 FIL 251
FCA CDSMF SPL-101","MSAN 8405-PSCH 1-5-6","MSAN 8405-PSCH 1-5-6
FCA CDSMF SPL-101","CP 6413227 FIL 251",6413227,251
600,"CP 6413227 FIL 253
FCA CDSMF SPL-11","MSAN 8405-PSCH 1-2-5","MSAN 8405-PSCH 1-2-5
FCA CDSMF SPL-11","CP 6413227 FIL 253",6413227,253
601,"CP 6413227 FIL 255
FCA CDSMF SPL-103","MSAN 8412-PSCH 1-1-7","MSAN 8412-PSCH 1-1-7
FCA CDSMF SPL-103","CP 6413227 FIL 255",6413227,255
602,"CP 6413227 FIL 256
FCA CDSMF SPL-104","MSAN 8412-PSCH 1-1-9","MSAN 8412-PSCH 1-1-9
FCA CDSMF SPL-104","CP 6413227 FIL 256",6413227,256
603,"CP 6413227 FIL 257
FCA CDSMF SPL-105","MSAN 8412-PSCH 1-2-14","MSAN 8412-PSCH 1-2-14
FCA CDSMF SPL-105","CP 6413227 FIL 257",6413227,257
604,"CP 6413227 FIL 249
FCA CDSMF SPL-106","MSAN 8412-PSCH 1-6-2","MSAN 8412-PSCH 1-6-2
FCA CDSMF SPL-106","CP 6413227 FIL 249",6413227,249
605,"CP 6413227 FIL 250
FCA CDSMF SPL-7","MSAN 8405-PSCH 1-3-1","MSAN 8405-PSCH 1-3-1
FCA CDSMF SPL-7","CP 6413227 FIL 250",6413227,250
606,"CP 6413227 FIL 252
FCA CDSMF SPL-10","MSAN 9483-PSCH 1-2-2","MSAN 9483-PSCH 1-2-2
FCA CDSMF SPL-10","CP 6413227 FIL 252",6413227,252
607,"CP 6413227 FIL 241
FCA CDSMF SPL-1","MSAN 9483-PSCH 1-9-4","MSAN 9483-PSCH 1-9-4
FCA CDSMF SPL-1","CP 6413227 FIL 241",6413227,241
608,"CP 6413227 FIL 242
FCA CDSMF SPL-2","MSAN 9483-PSCH 1-0-3","MSAN 9483-PSCH 1-0-3
FCA CDSMF SPL-2","CP 6413227 FIL 242",6413227,242
609,"CP 6413227 FIL 243
FCA CDSMF SPL-3","MSAN 9483-PSCH 1-0-4","MSAN 9483-PSCH 1-0-4
FCA CDSMF SPL-3","CP 6413227 FIL 243",6413227,243
